,Player Id,Name,Birth Year,Age,Team,Position,year
1110,338496,Josh Harrop,1996,20,Man Utd,Midfielder,2016
1111,33831,Sergio Romero,1987,29,Man Utd,Goalkeeper,2016
1112,136457,Demetri Mitchell,1997,19,Man Utd,Midfielder,2016
1113,33404,Eden Hazard,1991,25,Chelsea,Forward,2016
1114,25244,Alexis Sanchez,1989,27,Arsenal,Forward,2016
1115,97752,Paul Pogba,1993,23,Man Utd,Midfielder,2016
1116,83532,Harry Kane,1993,23,Tottenham,Forward,2016
1118,80767,Philippe Coutinho,1992,24,Liverpool,Midfielder,2016
1119,73084,Kevin De Bruyne,1991,25,Man City,Midfielder,2016
1120,96182,Roberto Firmino,1992,24,Liverpool,Forward,2016
1121,69344,Christian Eriksen,1992,24,Tottenham,Midfielder,2016
1122,14058,Dimitri Payet,1987,29,West Ham,Midfielder,2016
1123,109915,Sadio Mane,1992,24,Liverpool,Forward,2016
1124,78498,Romelu Lukaku,1993,23,Everton,Forward,2016
1125,75691,Nicolas Otamendi,1988,28,Man City,Defender,2016
1126,279379,Gabriel Jesus,1997,19,Man City,Forward,2016
1127,24711,Danny Rose,1990,26,Tottenham,Defender,2016
1128,23383,Andy Carroll,1989,27,West Ham,Forward,2016
1129,95408,Virgil van Dijk,1991,25,Southampton,Defender,2016
1130,3281,Zlatan Ibrahimovic,1982,34,Man Utd,Forward,2016
1131,24248,Diego Costa,1989,27,Chelsea,Forward,2016
1132,84008,Marcos Alonso,1991,25,Chelsea,Defender,2016
1133,85059,Wilfried Zaha,1993,23,Crystal Palace,Forward,2016
1134,68312,Christian Benteke,1991,25,Crystal Palace,Forward,2016
1135,131519,Dele Alli,1996,20,Tottenham,Midfielder,2016
1136,71174,Ander Herrera,1989,27,Man Utd,Midfielder,2016
1137,14260,Sergio Aguero,1988,28,Man City,Forward,2016
1138,80921,Shkodran Mustafi,1992,24,Arsenal,Defender,2016
1139,68659,Jordan Henderson,1990,26,Liverpool,Midfielder,2016
1140,13756,Mesut Ozil,1989,27,Arsenal,Midfielder,2016
1141,21778,Jan Vertonghen,1987,29,Tottenham,Defender,2016
1142,14102,David Silva,1986,30,Man City,Midfielder,2016
1143,12267,Aleksandar Kolarov,1986,30,Man City,Defender,2016
1144,327683,Wilfred Ndidi,1997,19,Leicester,Midfielder,2016
1145,4511,James Milner,1986,30,Liverpool,Midfielder,2016
1146,69346,Gylfi Sigurdsson,1990,26,Swansea,Midfielder,2016
1147,30051,Laurent Koscielny,1986,30,Arsenal,Defender,2016
1148,69517,Michail Antonio,1990,26,West Ham,Forward,2016
1149,18296,Antonio Valencia,1985,31,Man Utd,Defender,2016
1150,80464,Idrissa Gueye,1990,26,Everton,Midfielder,2016
1151,243814,Eric Bailly,1994,22,Man Utd,Defender,2016
1152,114075,N'Golo Kante,1991,25,Chelsea,Midfielder,2016
1153,71714,Victor Wanyama,1991,25,Tottenham,Midfielder,2016
1154,70033,Daley Blind,1990,26,Man Utd,Defender,2016
1155,33064,Victor Moses,1991,25,Chelsea,Midfielder,2016
1156,69778,Kyle Walker,1990,26,Tottenham,Defender,2016
1157,81726,Phil Jones,1992,24,Man Utd,Defender,2016
1158,25931,Cesar Azpilicueta,1989,27,Chelsea,Defender,2016
1159,122945,Nathan Ake,1995,21,Bournemouth,Defender,2016
1160,13727,Mile Jedinak,1984,32,Crystal Palace,Midfielder,2016
1161,69844,Yannick Bolasie,1989,27,Everton,Forward,2016
1162,12187,Mousa Dembele,1987,29,Tottenham,Midfielder,2016
1163,68662,Steve Cook,1991,25,Bournemouth,Defender,2016
1164,14053,Yaya Toure,1983,33,Man City,Midfielder,2016
1165,10136,Vincent Kompany,1986,30,Man City,Defender,2016
1167,19119,Fernandinho,1985,31,Man City,Midfielder,2016
1168,70050,Marcos Rojo,1990,26,Man Utd,Defender,2016
1169,27586,David Luiz,1987,29,Chelsea,Defender,2016
1170,92547,Ross Barkley,1994,22,Everton,Midfielder,2016
1171,90780,Oriol Romeu,1992,24,Southampton,Midfielder,2016
1172,94935,Ben Mee,1990,26,Burnley,Defender,2016
1173,91909,Son Heung-Min,1992,24,Tottenham,Forward,2016
1174,122980,Arthur Masuaku,1994,22,West Ham,Defender,2016
1175,6105,Phil Jagielka,1982,34,Everton,Defender,2016
1176,44055,Pedro,1987,29,Chelsea,Forward,2016
1177,107941,Michael Keane,1993,23,Burnley,Defender,2016
1178,29106,Dejan Lovren,1989,27,Liverpool,Defender,2016
1179,31826,Seamus Coleman,1989,27,Everton,Defender,2016
1180,103837,Ben Davies,1993,23,Tottenham,Defender,2016
1181,8773,Gareth McAuley,1980,36,WBA,Defender,2016
1182,89998,Manuel Lanzini,1993,23,West Ham,Midfielder,2016
1183,38772,Geoff Cameron,1985,31,Stoke,Defender,2016
1184,74341,Joel Matip,1991,25,Liverpool,Defender,2016
1185,21683,Adam Lallana,1988,28,Liverpool,Midfielder,2016
1186,29575,Mamadou Sakho,1990,26,Crystal Palace,Defender,2016
1187,81026,Joshua King,1992,24,Bournemouth,Forward,2016
1188,99487,Harry Maguire,1993,23,Hull,Defender,2016
1189,19277,Winston Reid,1988,28,West Ham,Defender,2016
1190,11981,Gary Cahill,1986,30,Chelsea,Defender,2016
1191,71522,Andros Townsend,1991,25,Crystal Palace,Midfielder,2016
1192,4522,Santi Cazorla,1985,31,Arsenal,Midfielder,2016
1193,144711,Leroy Sane,1996,20,Man City,Forward,2016
1194,111212,Emre Can,1994,22,Liverpool,Midfielder,2016
1195,97692,Raheem Sterling,1995,21,Man City,Forward,2016
1196,124316,Calum Chambers,1995,21,Middlesbrough,Defender,2016
1197,8040,Cesc Fabregas,1987,29,Chelsea,Midfielder,2016
1198,110189,Jordan Pickford,1994,22,Sunderland,Goalkeeper,2016
1199,12431,Christian Fuchs,1986,30,Leicester,Defender,2016
1200,8408,Ashley Williams,1984,32,Everton,Defender,2016
1201,77464,Ilkay Gundogan,1991,25,Man City,Midfielder,2016
1202,66741,Cheikhou Kouyate,1990,26,West Ham,Midfielder,2016
1203,140088,Adama Traore,1996,20,Middlesbrough,Forward,2016
1204,91879,Carl Jenkinson,1992,24,Arsenal,Defender,2016
1205,40036,Matt Phillips,1991,25,WBA,Midfielder,2016
1206,80067,Matthew Lowton,1989,27,Burnley,Defender,2016
1207,29544,Morgan Schneiderlin,1990,26,Everton,Midfielder,2016
1208,83456,Papy Djilobodji,1989,27,Sunderland,Defender,2016
1209,37204,Maya Yoshida,1988,28,Southampton,Defender,2016
1210,69933,Toby Alderweireld,1989,27,Tottenham,Defender,2016
1211,38128,Nemanja Matic,1988,28,Chelsea,Midfielder,2016
1213,84146,Alex Oxlade Chamberlain,1993,23,Arsenal,Midfielder,2016
1214,81681,Joel Robles,1990,26,Everton,Goalkeeper,2016
1215,75830,Erik Lamela,1992,24,Tottenham,Midfielder,2016
1216,27550,Kieran Gibbs,1990,26,Arsenal,Defender,2016
1217,34822,George Friend,1988,28,Middlesbrough,Defender,2016
1218,25363,Juan Mata,1988,28,Man Utd,Midfielder,2016
1219,8222,Leighton Baines,1985,31,Everton,Defender,2016
1220,6042,Gael Clichy,1985,31,Man City,Defender,2016
1221,13796,Theo Walcott,1989,27,Arsenal,Forward,2016
1222,288795,Rob Holding,1996,20,Arsenal,Defender,2016
1223,13361,Fernando Llorente,1985,31,Swansea,Forward,2016
1224,83455,Bryan Oviedo,1990,26,Sunderland,Defender,2016
1225,135727,Alfie Mawson,1994,22,Swansea,Defender,2016
1226,23072,Nacho Monreal,1986,30,Arsenal,Defender,2016
1227,86425,Nathan Redmond,1994,22,Southampton,Midfielder,2016
1228,69945,Cedric Soares,1992,24,Southampton,Defender,2016
1229,22079,Jonny Evans,1988,28,WBA,Defender,2016
1230,76304,Xherdan Shaqiri,1992,24,Stoke,Midfielder,2016
1231,89401,Granit Xhaka,1993,23,Arsenal,Midfielder,2016
1232,23220,Matteo Darmian,1990,26,Man Utd,Defender,2016
1233,33568,Georginio Wijnaldum,1991,25,Liverpool,Midfielder,2016
1234,23444,Joe Allen,1990,26,Stoke,Midfielder,2016
1235,117973,Eric Dier,1994,22,Tottenham,Defender,2016
1236,9298,Simon Francis,1985,31,Bournemouth,Defender,2016
1237,82102,Charlie Austin,1989,27,Southampton,Forward,2016
1238,6775,Petr Cech,1982,34,Arsenal,Goalkeeper,2016
1240,14085,Antonio Barragan,1987,29,Middlesbrough,Defender,2016
1241,122366,Anthony Martial,1996,20,Man Utd,Forward,2016
1242,75177,Marc Muniesa,1992,24,Stoke,Defender,2016
1243,73063,Craig Dawson,1990,26,WBA,Defender,2016
1244,3807,Peter Crouch,1981,35,Stoke,Forward,2016
1245,24827,Charlie Daniels,1987,29,Bournemouth,Defender,2016
1246,21499,Jose Holebas,1984,32,Watford,Defender,2016
1247,70493,Luka Milivojevic,1991,25,Crystal Palace,Midfielder,2016
1248,34131,Kyle Naughton,1989,27,Swansea,Defender,2016
1249,8484,Curtis Davies,1985,31,Hull,Defender,2016
1250,69912,Junior Stanislas,1990,26,Bournemouth,Midfielder,2016
1251,104749,Riyad Mahrez,1991,25,Leicester,Forward,2016
1252,23757,Alvaro Negredo,1985,31,Middlesbrough,Forward,2016
1253,22738,Marouane Fellaini,1988,28,Man Utd,Midfielder,2016
1254,29798,Ryan Shawcross,1988,28,Stoke,Defender,2016
1255,297544,Mason Holgate,1997,19,Everton,Defender,2016
1256,76810,Gabriel Paulista,1991,25,Arsenal,Defender,2016
1257,118244,Luke Shaw,1995,21,Man Utd,Defender,2016
1258,27421,Andrea Ranocchia,1988,28,Hull,Defender,2016
1259,28421,Henrikh Mkhitaryan,1989,27,Man Utd,Midfielder,2016
1260,4835,Joey Barton,1983,33,Burnley,Midfielder,2016
1261,9156,Jason Puncheon,1986,30,Crystal Palace,Midfielder,2016
1262,8507,Chris Brunt,1985,31,WBA,Midfielder,2016
1263,19471,Bacary Sagna,1983,33,Man City,Defender,2016
1264,8195,Lee Grant,1983,33,Stoke,Goalkeeper,2016
1265,29463,Willian,1988,28,Chelsea,Forward,2016
1266,14805,Younes Kaboul,1986,30,Watford,Defender,2016
1267,15764,Stephen Ward,1985,31,Burnley,Defender,2016
1268,24148,Erik Pieters,1988,28,Stoke,Defender,2016
1269,17708,Tom Heaton,1986,30,Burnley,Goalkeeper,2016
1270,14114,Victor Anichebe,1988,28,Sunderland,Forward,2016
1271,8148,James Collins,1983,33,West Ham,Defender,2016
1272,44847,Federico Fernandez,1989,27,Swansea,Defender,2016
1273,19859,Jose Fonte,1984,32,West Ham,Defender,2016
1274,70676,Pedro Obiang,1992,24,West Ham,Midfielder,2016
1275,8236,Billy Jones,1987,29,Sunderland,Defender,2016
1276,83078,Kieran Trippier,1991,25,Tottenham,Defender,2016
1277,22846,Ryan Bertrand,1989,27,Southampton,Defender,2016
1278,15834,Kevin Mirallas,1988,28,Everton,Midfielder,2016
1279,13805,Adrian Mariappa,1987,29,Watford,Defender,2016
1280,25832,Troy Deeney,1988,28,Watford,Forward,2016
1281,90810,Bruno Martins Indi,1992,24,Stoke,Defender,2016
1282,33590,Etienne Capoue,1988,28,Watford,Midfielder,2016
1283,35174,Leroy Fer,1990,26,Swansea,Midfielder,2016
1284,19545,Kasper Schmeichel,1987,29,Leicester,Goalkeeper,2016
1285,82923,Gaston Ramirez,1991,25,Middlesbrough,Midfielder,2016
1286,69877,Adam Smith,1991,25,Bournemouth,Defender,2016
1287,13938,Sam Vokes,1990,26,Burnley,Forward,2016
1288,42147,Marc Albrighton,1990,26,Leicester,Midfielder,2016
1289,188,Gareth Barry,1981,35,Everton,Midfielder,2016
1290,67327,Bernardo Espinosa,1989,27,Middlesbrough,Defender,2016
1291,34693,Marko Arnautovic,1989,27,Stoke,Forward,2016
1292,131523,Brendan Galloway,1996,20,WBA,Defender,2016
1293,8166,Ashley Young,1985,31,Man Utd,Defender,2016
1294,106981,Jamie Vardy,1987,29,Leicester,Forward,2016
1295,86458,Ben Gibson,1993,23,Middlesbrough,Defender,2016
1296,107395,Jack Butland,1993,23,Stoke,Goalkeeper,2016
1297,44031,Fabio,1990,26,Middlesbrough,Defender,2016
1298,43105,Joel Ward,1990,26,Crystal Palace,Defender,2016
1299,121454,Ramiro Funes Mori,1991,25,Everton,Defender,2016
1300,125211,Hector Bellerin,1995,21,Arsenal,Defender,2016
1302,24444,Olivier Giroud,1987,29,Arsenal,Forward,2016
1303,4145,Robert Huth,1984,32,Leicester,Defender,2016
1304,42686,Jack Wilshere,1992,24,Bournemouth,Midfielder,2016
1305,3859,Wayne Rooney,1986,30,Man Utd,Forward,2016
1306,94030,Jon Flanagan,1993,23,Burnley,Defender,2016
1307,136776,Matt Targett,1996,20,Southampton,Defender,2016
1308,69375,Nathaniel Clyne,1991,25,Liverpool,Defender,2016
1309,69738,Francis Coquelin,1991,25,Arsenal,Midfielder,2016
1310,91822,Jeffrey Schlupp,1993,23,Crystal Palace,Midfielder,2016
1311,70140,Adam Clayton,1989,27,Middlesbrough,Midfielder,2016
1312,105577,Lazar Markovic,1994,22,Hull,Midfielder,2016
1313,4574,Glen Johnson,1984,32,Stoke,Defender,2016
1314,10133,Heurelho Gomes,1981,35,Watford,Goalkeeper,2016
1315,101859,Pierre-Emile Hoejbjerg,1995,21,Southampton,Midfielder,2016
1316,75138,Danny Drinkwater,1990,26,Leicester,Midfielder,2016
1317,25604,Hugo Lloris,1987,29,Tottenham,Goalkeeper,2016
1318,92550,Jack Stephens,1994,22,Southampton,Defender,2016
1319,12376,Yohan Cabaye,1986,30,Crystal Palace,Midfielder,2016
1320,312584,Joel Pereira,1996,20,Man Utd,Goalkeeper,2016
1321,14000,Marc Pugh,1987,29,Bournemouth,Midfielder,2016
1322,19155,Steven Defour,1988,28,Burnley,Midfielder,2016
1323,91434,Allan-Romeo Nyom,1988,28,WBA,Defender,2016
1324,43948,Costel Pantilimon,1987,29,Watford,Goalkeeper,2016
1325,74606,Kevin Long,1990,26,Burnley,Defender,2016
1326,33930,James Tomkins,1989,27,Crystal Palace,Defender,2016
1327,78559,Daniel Ayala,1991,25,Middlesbrough,Defender,2016
1328,93473,Robert Brady,1992,24,Burnley,Midfielder,2016
1329,90907,Tom Carroll,1992,24,Swansea,Midfielder,2016
1330,12124,Scott Dann,1987,29,Crystal Palace,Defender,2016
1331,29574,Yohan Benalouane,1987,29,Leicester,Defender,2016
1332,36096,Miguel Britos,1985,31,Watford,Defender,2016
1333,14524,Mauro Zarate,1987,29,Watford,Forward,2016
1334,34214,Lamine Kone,1989,27,Sunderland,Defender,2016
1335,58761,M'Baye Niang,1995,21,Watford,Forward,2016
1336,33748,Martin Olsson,1988,28,Swansea,Defender,2016
1337,234363,Sofiane Boufal,1994,22,Southampton,Forward,2016
1338,101374,John Stones,1994,22,Man City,Defender,2016
1339,79970,Pape Souare,1990,26,Crystal Palace,Defender,2016
1340,73798,Thibaut Courtois,1992,24,Chelsea,Goalkeeper,2016
1341,136456,Lewis Cook,1997,19,Bournemouth,Midfielder,2016
1342,35691,Claudio Yacob,1987,29,WBA,Midfielder,2016
1343,71345,Chris Smalling,1990,26,Man Utd,Defender,2016
1344,29474,Dusan Tadic,1989,27,Southampton,Forward,2016
1345,14244,Pablo Zabaleta,1985,31,Man City,Defender,2016
1346,26820,Aaron Ramsey,1991,25,Arsenal,Midfielder,2016
1348,6292,Per Mertesacker,1985,31,Arsenal,Defender,2016
1349,23683,Danny Simpson,1987,29,Leicester,Defender,2016
1350,52197,Simon Mignolet,1988,28,Liverpool,Goalkeeper,2016
1351,67807,Harry Arter,1990,26,Bournemouth,Midfielder,2016
1352,136824,Alex Iwobi,1996,20,Arsenal,Forward,2016
1353,93160,Ryan Fraser,1994,22,Bournemouth,Midfielder,2016
1354,23547,Angelo Ogbonna,1988,28,West Ham,Defender,2016
1355,20973,Lukasz Fabianski,1985,31,Swansea,Goalkeeper,2016
1356,8327,Charlie Adam,1986,30,Stoke,Midfielder,2016
1357,299272,Ben Chilwell,1997,19,Leicester,Defender,2016
1358,105172,James Ward-Prowse,1995,21,Southampton,Midfielder,2016
1359,34749,Willy Caballero,1982,34,Man City,Goalkeeper,2016
1360,109000,Jesse Lingard,1993,23,Man Utd,Midfielder,2016
1361,108055,Islam Slimani,1988,28,Leicester,Forward,2016
1362,31451,Lucas Leiva,1987,29,Liverpool,Midfielder,2016
1363,9734,Steven Davis,1985,31,Southampton,Midfielder,2016
1364,14111,Artur Boruc,1980,36,Bournemouth,Goalkeeper,2016
1365,2115,Michael Carrick,1981,35,Man Utd,Midfielder,2016
1366,10839,Ragnar Klavan,1986,30,Liverpool,Defender,2016
1367,316077,Tom Davies,1998,18,Everton,Midfielder,2016
1368,115726,Andy Robertson,1994,22,Hull,Defender,2016
1369,34302,Nacer Chadli,1989,27,WBA,Midfielder,2016
1370,134459,Sam Clucas,1991,25,Hull,Midfielder,2016
1371,67491,Jordan Ayew,1992,24,Swansea,Forward,2016
1372,23736,Daniel Sturridge,1990,26,Liverpool,Forward,2016
1373,20339,James McArthur,1988,28,Crystal Palace,Midfielder,2016
1374,9484,Victor Valdes,1982,34,Middlesbrough,Goalkeeper,2016
1375,30635,Martin Caceres,1987,29,Southampton,Defender,2016
1376,73399,Adrian,1987,29,West Ham,Goalkeeper,2016
1377,18310,Eldin Jakupovic,1985,31,Hull,Goalkeeper,2016
