No,Player,Team,Apps,Min,G,NPG,A,xG,NPxG,xA,xGChain,xGBuildup,xG90,NPxG90,xA90,xG90+xA90,NPxG90+xA90,xGChain90,xGBuildup90
318,Pierre-Emerick Aubameyang,Arsenal,36,2740,22,18,5,23.55,19.74,4.99,26.58,6.48,0.77,0.65,0.16,0.94,0.81,0.87,0.21
838,Sadio Mané,Liverpool,36,3100,22,22,1,16.76,16.76,5.12,28.40,8.49,0.49,0.49,0.15,0.64,0.64,0.82,0.25
1250,Mohamed Salah,Liverpool,38,3274,22,19,8,21.79,19.51,10.47,31.78,7.87,0.60,0.54,0.29,0.89,0.82,0.87,0.22
619,Sergio Agüero,Manchester City,33,2515,21,19,8,19.95,18.43,5.23,28.70,8.10,0.71,0.66,0.19,0.90,0.85,1.03,0.29
755,Jamie Vardy,Leicester,34,2740,18,14,4,19.12,15.31,5.14,20.78,1.91,0.63,0.50,0.17,0.80,0.67,0.68,0.06
618,Raheem Sterling,Manchester City,34,2788,17,17,10,15.91,15.91,10.79,33.02,12.63,0.51,0.51,0.35,0.86,0.86,1.07,0.41
647,Harry Kane,Tottenham,28,2437,17,13,4,16.12,13.08,4.56,18.84,4.84,0.60,0.48,0.17,0.76,0.65,0.70,0.18
701,Eden Hazard,Chelsea,37,2935,16,12,15,12.30,9.25,11.57,25.33,11.55,0.38,0.28,0.35,0.73,0.64,0.78,0.35
468,Callum Wilson,Bournemouth,30,2548,14,13,9,16.02,14.49,5.96,21.33,5.06,0.57,0.51,0.21,0.78,0.72,0.75,0.18
714,Gylfi Sigurdsson,Everton,38,3150,13,11,6,12.12,8.31,6.79,15.67,5.15,0.35,0.24,0.19,0.54,0.43,0.45,0.15
882,Glenn Murray,Brighton,38,2517,13,9,1,11.54,8.50,1.12,8.43,1.40,0.41,0.30,0.04,0.45,0.34,0.30,0.05
1740,Paul Pogba,Manchester United,35,3013,13,6,9,15.88,8.27,5.19,21.13,11.59,0.47,0.25,0.15,0.63,0.40,0.63,0.35
3277,Alexandre Lacazette,Arsenal,35,2498,13,13,8,12.03,12.03,4.10,22.08,8.81,0.43,0.43,0.15,0.58,0.58,0.80,0.32
4105,Raúl Jiménez,Wolverhampton Wanderers,38,3143,13,11,7,14.27,12.75,6.99,20.92,4.34,0.41,0.37,0.20,0.61,0.57,0.60,0.12
6026,Richarlison,Everton,35,2702,13,13,1,11.33,11.33,1.96,13.40,5.10,0.38,0.38,0.07,0.44,0.44,0.45,0.17
453,Son Heung-Min,Tottenham,31,2061,12,12,6,8.36,8.36,3.97,16.20,6.03,0.37,0.37,0.17,0.54,0.54,0.71,0.26
465,Joshua King,Bournemouth,35,2987,12,7,3,13.55,8.98,4.26,19.07,8.41,0.41,0.27,0.13,0.54,0.40,0.57,0.25
482,Roberto Firmino,Liverpool,34,2631,12,11,6,13.74,12.98,6.34,24.35,9.15,0.47,0.44,0.22,0.69,0.66,0.83,0.31
594,Romelu Lukaku,Manchester United,32,2113,12,12,0,13.11,13.11,2.32,15.43,5.43,0.56,0.56,0.10,0.66,0.66,0.66,0.23
770,Ayoze Pérez,Newcastle United,37,2950,12,12,2,8.29,8.29,4.03,15.61,5.63,0.25,0.25,0.12,0.38,0.38,0.48,0.17
4422,Ashley Barnes,Burnley,37,2379,12,10,2,13.26,11.74,3.64,14.35,2.10,0.50,0.44,0.14,0.64,0.58,0.54,0.08
5549,Luka Milivojevic,Crystal Palace,38,3420,12,2,2,10.49,2.12,3.39,9.53,8.30,0.28,0.06,0.09,0.37,0.14,0.25,0.22
773,Aleksandar Mitrovic,Fulham,37,3285,11,10,3,15.45,14.69,2.97,18.90,5.37,0.42,0.40,0.08,0.50,0.48,0.52,0.15
813,Salomón Rondón,Newcastle United,32,2616,11,11,7,10.64,10.64,3.41,15.46,4.22,0.37,0.37,0.12,0.48,0.48,0.53,0.15
337,Leroy Sané,Manchester City,31,1866,10,10,10,6.98,6.98,8.10,21.35,10.56,0.34,0.34,0.39,0.73,0.73,1.03,0.51
522,Wilfried Zaha,Crystal Palace,34,3046,10,10,5,6.49,6.49,5.40,16.56,7.04,0.19,0.19,0.16,0.35,0.35,0.49,0.21
553,Anthony Martial,Manchester United,27,1632,10,9,2,7.95,7.19,3.25,11.80,3.60,0.44,0.40,0.18,0.62,0.58,0.65,0.20
556,Marcus Rashford,Manchester United,33,2360,10,10,6,11.61,11.61,5.27,16.82,5.24,0.44,0.44,0.20,0.64,0.64,0.64,0.20
591,Gerard Deulofeu,Watford,30,2110,10,10,5,8.33,8.33,4.96,15.97,5.43,0.36,0.36,0.21,0.57,0.57,0.68,0.23
865,Marko Arnautovic,West Ham,28,2006,10,9,4,8.94,8.18,4.00,12.38,2.85,0.40,0.37,0.18,0.58,0.55,0.56,0.13
3293,Lucas Moura,Tottenham,32,2133,10,10,0,7.59,7.59,1.66,13.82,6.85,0.32,0.32,0.07,0.39,0.39,0.58,0.29
4456,Chris Wood,Burnley,38,2603,10,10,2,9.13,9.13,3.65,11.36,3.55,0.32,0.32,0.13,0.44,0.44,0.39,0.12
574,Troy Deeney,Watford,32,2552,9,8,5,10.23,9.47,4.69,13.36,2.95,0.36,0.33,0.17,0.53,0.50,0.47,0.10
1208,Felipe Anderson,West Ham,36,3073,9,9,4,5.53,5.53,6.78,14.42,5.72,0.16,0.16,0.20,0.36,0.36,0.42,0.17
6854,Diogo Jota,Wolverhampton Wanderers,33,2402,9,9,5,8.91,8.91,5.54,16.15,4.58,0.33,0.33,0.21,0.54,0.54,0.61,0.17
646,Christian Eriksen,Tottenham,35,2772,8,8,12,5.66,5.66,7.88,16.65,9.10,0.18,0.18,0.26,0.44,0.44,0.54,0.30
687,Pedro,Chelsea,31,1777,8,8,2,5.98,5.98,3.88,15.40,8.18,0.30,0.30,0.20,0.50,0.50,0.78,0.41
191,Chicharito,West Ham,25,1336,7,7,1,7.89,7.89,1.26,7.68,0.75,0.53,0.53,0.08,0.62,0.62,0.52,0.05
750,Riyad Mahrez,Manchester City,27,1333,7,7,4,6.62,5.86,5.01,14.37,6.83,0.45,0.40,0.34,0.78,0.73,0.97,0.46
843,James Ward-Prowse,Southampton,26,1940,7,6,0,3.40,2.64,3.28,6.87,4.13,0.16,0.12,0.15,0.31,0.27,0.32,0.19
986,Danny Ings,Southampton,24,1694,7,4,3,9.92,7.63,3.35,10.71,2.75,0.53,0.41,0.18,0.70,0.58,0.57,0.15
1660,Andre Gray,Watford,29,1343,7,7,2,5.85,5.85,2.10,7.48,0.75,0.39,0.39,0.14,0.53,0.53,0.50,0.05
1683,Ryan Fraser,Bournemouth,38,3185,7,7,14,4.76,4.76,16.18,19.63,7.56,0.13,0.13,0.46,0.59,0.59,0.55,0.21
3635,Bernardo Silva,Manchester City,36,2851,7,7,7,8.20,8.20,8.63,29.93,16.89,0.26,0.26,0.27,0.53,0.53,0.94,0.53
5543,Gabriel Jesus,Manchester City,29,993,7,6,3,12.62,11.86,2.65,16.59,4.99,1.14,1.07,0.24,1.38,1.32,1.50,0.45
6818,James Maddison,Leicester,36,2877,7,6,7,7.37,5.85,7.94,15.30,6.97,0.23,0.18,0.25,0.48,0.43,0.48,0.22
6820,David Brooks,Bournemouth,30,2317,7,7,5,6.47,6.47,5.88,16.89,6.75,0.25,0.25,0.23,0.48,0.48,0.66,0.26
154,André Schürrle,Fulham,24,1670,6,6,0,3.32,3.32,1.93,5.96,1.68,0.18,0.18,0.10,0.28,0.28,0.32,0.09
314,Ilkay Gündogan,Manchester City,31,2133,6,6,3,4.21,4.21,4.97,19.07,15.75,0.18,0.18,0.21,0.39,0.39,0.80,0.66
317,Henrikh Mkhitaryan,Arsenal,25,1647,6,6,4,5.34,5.34,6.49,16.10,8.28,0.29,0.29,0.35,0.65,0.65,0.88,0.45
531,Michail Antonio,West Ham,33,2084,6,6,4,6.07,6.07,4.03,11.18,3.39,0.26,0.26,0.17,0.44,0.44,0.48,0.15
617,David Silva,Manchester City,33,2426,6,6,8,8.13,8.13,10.11,30.81,18.85,0.30,0.30,0.38,0.68,0.68,1.14,0.70
688,Ruben Loftus-Cheek,Chelsea,24,969,6,6,2,3.24,3.24,1.01,8.28,5.79,0.30,0.30,0.09,0.39,0.39,0.77,0.54
775,Andros Townsend,Crystal Palace,38,3030,6,6,4,4.88,4.88,3.70,11.94,4.85,0.14,0.14,0.11,0.25,0.25,0.35,0.14
790,Nathan Redmond,Southampton,38,3283,6,6,4,7.91,7.91,5.31,16.49,5.91,0.22,0.22,0.15,0.36,0.36,0.45,0.16
888,Xherdan Shaqiri,Liverpool,24,1048,6,6,3,4.06,4.06,1.89,7.92,3.42,0.35,0.35,0.16,0.51,0.51,0.68,0.29
1723,Roberto Pereyra,Watford,33,2837,6,6,1,5.38,5.38,3.54,12.57,6.26,0.17,0.17,0.11,0.28,0.28,0.40,0.20
5555,Dominic Calvert-Lewin,Everton,35,1763,6,6,2,6.17,6.17,1.64,8.37,1.37,0.32,0.32,0.08,0.40,0.40,0.43,0.07
489,James Milner,Liverpool,31,1775,5,2,4,3.36,1.07,5.64,12.49,9.81,0.17,0.05,0.29,0.46,0.34,0.63,0.50
499,Mesut Özil,Arsenal,24,1751,5,5,2,2.23,2.23,4.29,11.98,8.06,0.11,0.11,0.22,0.33,0.33,0.62,0.41
503,Theo Walcott,Everton,37,2127,5,5,2,6.51,6.51,2.88,10.27,2.55,0.28,0.28,0.12,0.40,0.40,0.43,0.11
533,Mark Noble,West Ham,31,2339,5,1,5,3.59,0.55,1.72,7.52,5.90,0.14,0.02,0.07,0.20,0.09,0.29,0.23
645,Dele Alli,Tottenham,25,1847,5,5,3,5.95,5.95,3.29,12.96,5.54,0.29,0.29,0.16,0.45,0.45,0.63,0.27
839,Shane Long,Southampton,26,1262,5,5,1,5.44,5.44,1.60,6.83,1.35,0.39,0.39,0.11,0.50,0.50,0.49,0.10
1293,Gonzalo Higuaín,Chelsea,14,1100,5,5,0,5.38,5.38,1.43,8.48,1.86,0.44,0.44,0.12,0.56,0.56,0.69,0.15
1678,Michy Batshuayi,Crystal Palace,11,766,5,5,0,3.70,3.70,0.10,5.17,1.55,0.43,0.43,0.01,0.45,0.45,0.61,0.18
1726,Abdoulaye Doucouré,Watford,35,3062,5,5,6,6.85,6.85,5.39,16.31,6.47,0.20,0.20,0.16,0.36,0.36,0.48,0.19
1804,Álvaro Morata,Chelsea,16,951,5,5,0,6.41,6.41,0.21,7.64,1.70,0.61,0.61,0.02,0.63,0.63,0.72,0.16
2390,Víctor Camarasa,Cardiff,32,2606,5,4,4,3.91,3.15,3.63,7.98,4.11,0.13,0.11,0.13,0.26,0.23,0.28,0.14
5176,Ryan Babel,Fulham,16,1276,5,5,3,5.75,5.75,2.55,10.40,4.04,0.41,0.41,0.18,0.59,0.59,0.73,0.28
6047,Shane Duffy,Brighton,35,3087,5,5,1,3.38,3.38,0.27,3.07,2.71,0.10,0.10,0.01,0.11,0.11,0.09,0.08
6827,Bobby Reid,Cardiff,27,1414,5,4,2,3.80,3.04,1.06,4.87,2.01,0.24,0.19,0.07,0.31,0.26,0.31,0.13
76,Fabian Schär,Newcastle United,24,2007,4,4,1,2.17,2.17,0.74,5.65,4.66,0.10,0.10,0.03,0.13,0.13,0.25,0.21
204,Granit Xhaka,Arsenal,29,2511,4,4,2,1.88,1.88,3.52,15.24,12.58,0.07,0.07,0.13,0.19,0.19,0.55,0.45
343,Pierre-Emile Højbjerg,Southampton,31,2770,4,4,3,2.26,2.26,2.35,10.26,7.34,0.07,0.07,0.08,0.15,0.15,0.33,0.24
504,Aaron Ramsey,Arsenal,28,1326,4,4,6,3.71,3.71,2.30,8.95,3.68,0.25,0.25,0.16,0.41,0.41,0.61,0.25
558,Jesse Lingard,Manchester United,27,1677,4,3,2,4.84,4.08,3.16,10.80,5.21,0.26,0.22,0.17,0.43,0.39,0.58,0.28
579,Nathan Aké,Bournemouth,38,3414,4,4,0,4.55,4.55,1.32,8.87,7.67,0.12,0.12,0.03,0.15,0.15,0.23,0.20
644,Erik Lamela,Tottenham,19,969,4,4,2,3.76,3.76,2.17,8.19,3.97,0.35,0.35,0.20,0.55,0.55,0.76,0.37
751,N'Golo Kanté,Chelsea,36,3103,4,4,4,3.03,3.03,3.73,17.04,12.48,0.09,0.09,0.11,0.20,0.20,0.49,0.36
757,Jeffrey Schlupp,Crystal Palace,30,1650,4,4,1,3.30,3.30,1.41,7.35,3.32,0.18,0.18,0.08,0.26,0.26,0.40,0.18
762,Demarai Gray,Leicester,34,2009,4,4,1,4.56,4.56,0.98,9.42,4.20,0.20,0.20,0.04,0.25,0.25,0.42,0.19
833,Virgil van Dijk,Liverpool,38,3388,4,4,2,3.51,3.51,1.27,17.47,16.66,0.09,0.09,0.03,0.13,0.13,0.46,0.44
1823,Lucas Digne,Everton,35,2968,4,4,4,1.20,1.20,7.71,9.52,5.53,0.04,0.04,0.23,0.27,0.27,0.29,0.17
4027,Sol Bamba,Cardiff,28,2476,4,4,1,4.12,4.12,0.14,2.97,1.67,0.15,0.15,0.01,0.16,0.16,0.11,0.06
6824,Nathaniel Mendez-Laing,Cardiff,20,980,4,3,1,2.16,1.40,1.30,2.94,0.43,0.20,0.13,0.12,0.32,0.25,0.27,0.04
6826,Callum Paterson,Cardiff,27,1987,4,4,1,4.95,4.95,2.87,5.48,1.32,0.22,0.22,0.13,0.35,0.35,0.25,0.06
6850,Willy Boly,Wolverhampton Wanderers,36,3168,4,4,0,3.63,3.63,1.57,7.49,5.97,0.10,0.10,0.04,0.15,0.15,0.21,0.17
6852,Matt Doherty,Wolverhampton Wanderers,38,3145,4,4,5,5.28,5.28,5.04,13.51,8.00,0.15,0.15,0.14,0.30,0.30,0.39,0.23
6853,Rúben Neves,Wolverhampton Wanderers,35,3014,4,2,3,3.39,1.87,1.88,10.35,8.18,0.10,0.06,0.06,0.16,0.11,0.31,0.24
7390,Karlan Grant,Huddersfield,13,868,4,4,0,3.28,3.28,0.27,3.67,0.28,0.34,0.34,0.03,0.37,0.37,0.38,0.03
239,Pascal Groß,Brighton,25,1896,3,2,3,4.14,2.62,5.61,6.61,2.36,0.20,0.12,0.27,0.46,0.39,0.31,0.11
484,Divock Origi,Liverpool,12,357,3,3,1,2.24,2.24,0.19,1.41,0.70,0.57,0.57,0.05,0.61,0.61,0.36,0.18
494,Laurent Koscielny,Arsenal,17,1326,3,3,0,2.11,2.11,0.12,3.89,3.85,0.14,0.14,0.01,0.15,0.15,0.26,0.26
500,Alex Iwobi,Arsenal,35,1974,3,3,6,3.72,3.72,7.64,18.21,9.56,0.17,0.17,0.35,0.52,0.52,0.83,0.44
554,Juan Mata,Manchester United,22,1306,3,3,2,1.58,1.58,3.70,5.14,2.20,0.11,0.11,0.26,0.36,0.36,0.35,0.15
568,José Holebas,Watford,28,2395,3,3,6,0.94,0.94,4.58,7.11,5.28,0.04,0.04,0.17,0.21,0.21,0.27,0.20
581,Craig Cathcart,Watford,36,3104,3,3,0,1.85,1.85,0.11,4.14,4.14,0.05,0.05,0.00,0.06,0.06,0.12,0.12
592,Ross Barkley,Chelsea,27,1228,3,3,5,3.65,3.65,2.52,10.36,5.42,0.27,0.27,0.18,0.45,0.45,0.76,0.40
633,James McArthur,Crystal Palace,38,3095,3,3,6,4.51,4.51,3.72,11.98,6.77,0.13,0.13,0.11,0.24,0.24,0.35,0.20
643,Eric Dier,Tottenham,20,1519,3,3,0,1.42,1.42,1.10,5.31,4.85,0.08,0.08,0.07,0.15,0.15,0.31,0.29
700,Willian,Chelsea,32,2123,3,3,6,4.35,4.35,6.52,12.74,6.44,0.18,0.18,0.28,0.46,0.46,0.54,0.27
730,Patrick van Aanholt,Crystal Palace,36,3202,3,3,2,2.81,2.81,4.72,10.49,5.86,0.08,0.08,0.13,0.21,0.21,0.29,0.16
748,Wes Morgan,Leicester,22,1932,3,3,0,1.54,1.54,0.14,2.38,2.28,0.07,0.07,0.01,0.08,0.08,0.11,0.11
771,Georginio Wijnaldum,Liverpool,35,2749,3,3,0,3.18,3.18,1.94,14.71,10.55,0.10,0.10,0.06,0.17,0.17,0.48,0.35
875,Ciaran Clark,Newcastle United,11,850,3,3,0,0.47,0.47,0.05,1.97,1.64,0.05,0.05,0.01,0.05,0.05,0.21,0.17
1661,Sam Vokes,Burnley,20,918,3,3,0,2.73,2.73,0.90,1.62,0.30,0.27,0.27,0.09,0.36,0.36,0.16,0.03
1663,Johann Berg Gudmundsson,Burnley,29,1732,3,3,6,2.61,2.61,3.59,7.22,3.09,0.14,0.14,0.19,0.32,0.32,0.38,0.16
1665,James Tarkowski,Burnley,35,3086,3,3,1,3.64,3.64,0.20,3.37,3.23,0.11,0.11,0.01,0.11,0.11,0.10,0.09
1676,David Luiz,Chelsea,36,3240,3,3,2,2.90,2.90,2.86,13.11,11.98,0.08,0.08,0.08,0.16,0.16,0.36,0.33
1687,Harry Maguire,Leicester,31,2599,3,3,0,1.86,1.86,0.67,6.04,5.48,0.06,0.06,0.02,0.09,0.09,0.21,0.19
1700,Lucas Pérez,West Ham,15,462,3,3,0,1.39,1.39,0.88,3.15,1.13,0.27,0.27,0.17,0.44,0.44,0.61,0.22
1746,Jeff Hendrick,Burnley,32,2089,3,3,0,1.79,1.79,1.07,3.25,1.37,0.08,0.08,0.05,0.12,0.12,0.14,0.06
2498,Aymeric Laporte,Manchester City,35,3059,3,3,3,3.75,3.75,0.84,22.07,21.06,0.11,0.11,0.02,0.14,0.14,0.65,0.62
3683,Ivan Cavaleiro,Wolverhampton Wanderers,23,670,3,3,1,2.37,2.37,1.58,4.37,0.90,0.32,0.32,0.21,0.53,0.53,0.59,0.12
4068,Florin Andone,Brighton,23,861,3,3,0,3.49,3.49,0.10,2.46,0.63,0.36,0.36,0.01,0.37,0.37,0.26,0.07
4395,Junior Hoilett,Cardiff,32,2144,3,3,1,3.17,3.17,1.34,5.07,1.25,0.13,0.13,0.06,0.19,0.19,0.21,0.05
4866,Aboubakar Kamara,Fulham,13,678,3,2,0,3.53,2.01,0.77,4.65,1.96,0.47,0.27,0.10,0.57,0.37,0.62,0.26
5956,Youri Tielemans,Leicester,13,1098,3,3,4,2.06,2.06,2.50,8.31,5.26,0.17,0.17,0.21,0.37,0.37,0.68,0.43
6030,Zanka,Huddersfield,24,2151,3,3,1,1.48,1.48,0.39,2.34,1.47,0.06,0.06,0.02,0.08,0.08,0.10,0.06
6033,Aaron Mooy,Huddersfield,29,2326,3,2,1,2.42,1.66,2.75,5.22,3.48,0.09,0.06,0.11,0.20,0.17,0.20,0.13
6477,Cenk Tosun,Everton,25,1036,3,3,3,4.99,4.99,0.96,5.44,0.85,0.43,0.43,0.08,0.52,0.52,0.47,0.07
6756,Dwight McNeil,Burnley,21,1610,3,3,5,1.83,1.83,3.46,4.03,1.98,0.10,0.10,0.19,0.30,0.30,0.23,0.11
6828,Josh Murphy,Cardiff,29,1844,3,3,2,3.74,3.74,3.52,5.72,0.77,0.18,0.18,0.17,0.35,0.35,0.28,0.04
6893,Stuart Armstrong,Southampton,29,1424,3,3,2,2.12,2.12,1.65,6.38,3.60,0.13,0.13,0.10,0.24,0.24,0.40,0.23
447,Kevin De Bruyne,Manchester City,19,965,2,2,2,1.47,1.47,6.65,12.20,8.48,0.14,0.14,0.62,0.76,0.76,1.14,0.79
461,Matt Ritchie,Newcastle United,36,2965,2,1,8,4.44,2.92,5.11,10.18,4.69,0.13,0.09,0.16,0.29,0.24,0.31,0.14
462,Dan Gosling,Bournemouth,25,1729,2,2,1,2.39,2.39,0.96,9.24,7.03,0.12,0.12,0.05,0.17,0.17,0.48,0.37
463,Junior Stanislas,Bournemouth,23,1016,2,1,3,3.10,2.34,2.49,5.24,2.55,0.27,0.21,0.22,0.50,0.43,0.46,0.23
483,Daniel Sturridge,Liverpool,18,484,2,2,1,1.50,1.50,1.07,4.20,2.54,0.28,0.28,0.20,0.48,0.48,0.78,0.47
502,Olivier Giroud,Chelsea,27,808,2,2,4,5.06,5.06,2.29,7.71,2.78,0.56,0.56,0.26,0.82,0.82,0.86,0.31
508,Calum Chambers,Fulham,31,2588,2,2,0,2.44,2.44,0.96,7.28,6.19,0.08,0.08,0.03,0.12,0.12,0.25,0.22
552,Ander Herrera,Manchester United,22,1404,2,2,3,1.51,1.51,2.06,10.24,8.35,0.10,0.10,0.13,0.23,0.23,0.66,0.54
585,Seamus Coleman,Everton,29,2564,2,2,2,1.36,1.36,3.80,9.91,7.69,0.05,0.05,0.13,0.18,0.18,0.35,0.27
631,Ashley Young,Manchester United,30,2565,2,2,2,0.49,0.49,4.00,10.54,8.20,0.02,0.02,0.14,0.16,0.16,0.37,0.29
669,Ashley Westwood,Burnley,34,2817,2,2,7,1.71,1.71,5.23,8.08,3.61,0.05,0.05,0.17,0.22,0.22,0.26,0.12
753,Marc Albrighton,Leicester,27,1625,2,2,2,1.06,1.06,2.99,5.24,2.29,0.06,0.06,0.17,0.22,0.22,0.29,0.13
815,Alex Pritchard,Huddersfield,30,2114,2,2,0,2.62,2.62,2.08,5.12,1.52,0.11,0.11,0.09,0.20,0.20,0.22,0.06
848,Charlie Austin,Southampton,25,983,2,2,2,3.80,3.03,1.01,3.36,0.42,0.35,0.28,0.09,0.44,0.37,0.31,0.04
866,Joselu,Newcastle United,16,565,2,2,0,1.81,1.81,0.01,2.33,0.75,0.29,0.29,0.00,0.29,0.29,0.37,0.12
935,Kurt Zouma,Everton,32,2613,2,2,2,1.27,1.27,0.44,6.06,5.64,0.04,0.04,0.02,0.06,0.06,0.21,0.19
1227,Lucas Torreira,Arsenal,34,2366,2,2,2,1.80,1.80,1.71,11.16,9.02,0.07,0.07,0.07,0.13,0.13,0.42,0.34
1389,Jorginho,Chelsea,37,3179,2,1,0,1.30,0.54,3.07,16.37,15.06,0.04,0.02,0.09,0.12,0.10,0.46,0.43
1621,Marcos Alonso,Chelsea,31,2764,2,2,4,3.56,3.56,3.92,13.04,9.48,0.12,0.12,0.13,0.24,0.24,0.42,0.31
1691,Robert Snodgrass,West Ham,33,2230,2,2,5,2.26,2.26,5.18,9.51,5.75,0.09,0.09,0.21,0.30,0.30,0.38,0.23
1699,Shkodran Mustafi,Arsenal,31,2629,2,2,0,1.86,1.86,0.28,6.72,6.62,0.06,0.06,0.01,0.07,0.07,0.23,0.23
2182,Jefferson Lerma,Bournemouth,30,2527,2,2,0,1.09,1.09,1.01,7.81,6.83,0.04,0.04,0.04,0.07,0.07,0.28,0.24
3303,Ricardo Pereira,Leicester,35,3129,2,2,6,1.18,1.18,5.13,11.35,8.28,0.03,0.03,0.15,0.18,0.18,0.33,0.24
3491,Romain Saiss,Wolverhampton Wanderers,19,1133,2,2,0,1.29,1.29,0.73,3.86,2.93,0.10,0.10,0.06,0.16,0.16,0.31,0.23
3800,Steve Mounie,Huddersfield,31,1775,2,2,3,5.63,5.63,1.87,6.19,0.66,0.29,0.29,0.09,0.38,0.38,0.31,0.03
4497,Anthony Knockaert,Brighton,30,1823,2,2,6,2.11,2.11,4.21,5.28,2.77,0.10,0.10,0.21,0.31,0.31,0.26,0.14
5247,Naby Keita,Liverpool,25,1407,2,2,1,2.55,2.55,1.07,12.78,9.90,0.16,0.16,0.07,0.23,0.23,0.82,0.63
5545,Wilfred Ndidi,Leicester,38,3305,2,2,0,3.12,3.12,1.69,10.33,7.80,0.08,0.08,0.05,0.13,0.13,0.28,0.21
5553,Declan Rice,West Ham,34,3009,2,2,0,1.23,1.23,0.64,8.09,7.64,0.04,0.04,0.02,0.06,0.06,0.24,0.23
5560,Scott McTominay,Manchester United,16,852,2,2,0,1.59,1.59,0.02,3.51,2.39,0.17,0.17,0.00,0.17,0.17,0.37,0.25
6034,Philip Billing,Huddersfield,27,2199,2,2,0,1.66,1.66,1.82,5.94,3.70,0.07,0.07,0.07,0.14,0.14,0.24,0.15
6048,Lewis Dunk,Brighton,36,3154,2,2,1,1.76,1.76,0.75,3.74,3.52,0.05,0.05,0.02,0.07,0.07,0.11,0.10
6104,Will Hughes,Watford,32,2454,2,2,4,2.97,2.97,3.66,8.06,4.08,0.11,0.11,0.13,0.24,0.24,0.30,0.15
6274,Andriy Yarmolenko,West Ham,9,454,2,2,0,1.25,1.25,0.70,2.49,0.75,0.25,0.25,0.14,0.39,0.39,0.49,0.15
6542,Jürgen Locadia,Brighton,26,1229,2,2,0,3.39,3.39,0.96,4.71,1.80,0.25,0.25,0.07,0.32,0.32,0.34,0.13
6837,Ryan Sessegnon,Fulham,35,2300,2,2,6,4.27,4.27,3.99,10.16,3.87,0.17,0.17,0.16,0.32,0.32,0.40,0.15
7236,Leander Dendoncker,Wolverhampton Wanderers,19,1474,2,2,0,4.17,4.17,1.29,6.67,3.16,0.25,0.25,0.08,0.33,0.33,0.41,0.19
7280,Yan Valery,Southampton,23,1714,2,2,1,0.72,0.72,0.25,2.90,1.94,0.04,0.04,0.01,0.05,0.05,0.15,0.10
47,Yoshinori Muto,Newcastle United,17,512,1,1,0,1.02,1.02,0.31,1.30,0.73,0.18,0.18,0.06,0.23,0.23,0.23,0.13
332,Joel Matip,Liverpool,22,1535,1,1,0,0.90,0.90,0.18,6.37,6.37,0.05,0.05,0.01,0.06,0.06,0.37,0.37
